"country","year","gdp","pop","energy.emissions","lgdp","lpop","lenergy.emissions","const","L1.lenergy.emissions","L1.lgdp","L1.lpop"
"Lithuania",1980,NA,3413202,7600.73968,NA,15.0431614116048,8.93600084785431,1,8.90404820088319,NA,15.038651082193
"Lithuania",1981,NA,3432947,8081.68992,NA,15.0489296339286,8.99735627816149,1,8.93600084785431,NA,15.0431614116048
"Lithuania",1982,NA,3457179,8329.3987,NA,15.0559634965624,9.02754654768149,1,8.99735627816149,NA,15.0489296339286
"Lithuania",1983,NA,3485192,8534.70454,NA,15.064033693916,9.05189601717182,1,9.02754654768149,NA,15.0559634965624
"Lithuania",1984,NA,3514205,8531.57935,NA,15.0723238841038,9.05152977575042,1,9.05189601717182,NA,15.064033693916
"Lithuania",1985,NA,3544543,8650.98631,NA,15.0809197956749,9.06542861770311,1,9.05152977575042,NA,15.0723238841038
"Lithuania",1986,NA,3578914,8674.3851,NA,15.0905699604011,9.06812972045844,1,9.06542861770311,NA,15.0809197956749
"Lithuania",1987,NA,3616367,8741.78276,NA,15.1009804887069,9.07586942496578,1,9.06812972045844,NA,15.0905699604011
"Lithuania",1988,NA,3655049,8461.363,NA,15.1116200573689,9.04326555073438,1,9.07586942496578,NA,15.1009804887069
"Lithuania",1989,NA,3684255,8027.54609,NA,15.1195788922029,8.99063416746073,1,9.04326555073438,NA,15.1116200573689
"Lithuania",1990,NA,3697838,12079.6866,NA,15.1232588825061,9.39928052744365,1,8.99063416746073,NA,15.1195788922029
"Lithuania",1991,NA,3704134,12920.8541,NA,15.1249600511997,9.46659788196278,1,9.39928052744365,NA,15.1232588825061
"Lithuania",1992,NA,3700114,7621.2954,NA,15.1238741879506,8.93870163423233,1,9.46659788196278,NA,15.1249600511997
"Lithuania",1993,NA,3682613,5953.1879,NA,15.1191331125236,8.69168213657261,1,8.93870163423233,NA,15.1238741879506
"Lithuania",1994,NA,3657144,6300.569,NA,15.1121930728944,8.74839522576156,1,8.69168213657261,NA,15.1191331125236
"Lithuania",1995,19300748974.8167,3629102,5627.4589,23.6834097390896,15.1044957927167,8.63541326933352,1,8.74839522576156,NA,15.1121930728944
"Lithuania",1996,20294729609.3788,3601613,6155.9345,23.733627064132,15.096892358635,8.72517185487617,1,8.63541326933352,23.6834097390896,15.1044957927167
"Lithuania",1997,21977817984.4866,3575137,5455.3157,23.8132995082227,15.0895140550543,8.60434577010311,1,8.72517185487617,23.733627064132,15.096892358635
"Lithuania",1998,23618940229.7569,3549331,6028.6659,23.8853147792136,15.0822696929883,8.70428102146212,1,8.60434577010311,23.8132995082227,15.0895140550543
